Identifier,District,PlannedDuration,Budget,EstimatedCost,ActualCost,ActualDuration,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
Q108,27,156,66960,14206,14206,154,0.4120329149175182,0.01768104758237423,0.007387834492398988,-0.012865724683380987,0.002581953860423136,0.00737855672917704,-0.006669248954217279,0.0009708802922305736,-0.0013893152005785346,0.00023531965948428516
Q153,24,154,89100,63315,63315,142,0.4120329149175182,0.01768104758237423,0.007387834492398988,-0.012865724683380987,0.002581953860423136,0.00737855672917704,-0.006669248954217279,0.0009708802922305736,-0.0013893152005785346,0.00023531965948428516
Q208,26,130,107054,137918,34515,141,0.1785383033905361,0.007560834453769272,-0.006985827406693732,0.00740187300016,-0.012305385040994838,-0.010697257412954263,0.01643738484242385,0.016182183765973458,0.0019017081660277612,-0.011552292834964718
K250,14,154,16212,36034,22613,225,0.08597944096562783,-0.03205407672271152,0.004360860136509578,-0.004427361176013226,0.015065200382967313,-0.01468642170312928,0.00190321755968463,-0.01462097356702081,0.005270085770316744,-0.012171011874632136
K006,17,154,112539,186794,172922,97,0.08597944096562783,-0.03205407672271152,0.004360860136509578,-0.004427361176013226,0.015065200382967313,-0.01468642170312928,0.00190321755968463,-0.01462097356702081,0.005270085770316744,-0.012171011874632136
K024,15,152,132281,188960,187999,462,-0.10708486356317942,-0.02246992747882531,-0.002339518552335262,-0.0020873046978401107,0.008075151031667624,-0.012315481558408146,0.002529853687305015,-0.009844766419938847,0.008263159254679334,-0.006766554542192417
X162,7,154,263200,411674,318903,156,0.1693439260708051,-0.027588271868429902,0.006667626916471563,0.006946644096521278,0.009078872310748345,0.009265651328133132,-0.0003025293594243323,-0.0069984309042080035,0.0004892881318009319,-0.008329313454212275
X279,10,148,660000,422591,131945,141,0.5851556048846598,0.01570011514473925,0.003819365135839657,-0.010665351723454935,-0.013610288741763715,-0.007740514957795938,0.013992883499009059,-0.0005621074858929312,0.0011892528745640685,-0.005726401370812721
X135,11,154,351722,297023,297023,162,0.1693439260708051,-0.027588271868429902,0.006667626916471563,0.006946644096521278,0.009078872310748345,0.009265651328133132,-0.0003025293594243323,-0.0069984309042080035,0.0004892881318009319,-0.008329313454212275
X161,7,154,153783,147065,140133,158,0.1693439260708051,-0.027588271868429902,0.006667626916471563,0.006946644096521278,0.009078872310748345,0.009265651328133132,-0.0003025293594243323,-0.0069984309042080035,0.0004892881318009319,-0.008329313454212275
Q193,25,153,152811,78239,74353,116,0.1693439260708051,-0.027588271868429902,0.006667626916471563,0.006946644096521278,0.009078872310748345,0.009265651328133132,-0.0003025293594243323,-0.0069984309042080035,0.0004892881318009319,-0.008329313454212275
K346,19,156,635011,395830,395830,185,0.1693439260708051,-0.027588271868429902,0.006667626916471563,0.006946644096521278,0.009078872310748345,0.009265651328133132,-0.0003025293594243323,-0.0069984309042080035,0.0004892881318009319,-0.008329313454212275
R072,31,161,310735,310735,13170,141,0.5851556048846598,0.01570011514473925,0.003819365135839657,-0.010665351723454935,-0.013610288741763715,-0.007740514957795938,0.013992883499009059,-0.0005621074858929312,0.0011892528745640685,-0.005726401370812721
Q081,24,154,489696,549368,533688,141,0.13013481400791346,-0.025170313142557337,0.002938551570341045,0.000990797878321425,-0.00022181737513648784,-0.006085405701069379,-0.0034008482150526087,-0.0007223922963528552,0.001405801064979033,-0.0008971423149118104
Q028,24,238,354828,312749,312749,176,-0.031849583913954496,-0.0237648180002762,0.0005258771481297839,0.0052977922496908,0.006938959192291293,0.004595878054902229,0.0034510744856257026,-0.0016601433714917085,-0.0006655682129952727,-0.0024878846353036626
K003,13,152,523751,198601,198601,70,0.1486739114668371,-0.028177195633750592,0.006870965146827972,0.004803848750529117,0.004244926942449407,0.003482432804861741,0.0033746258853532755,4.5061237432513e-05,-0.0016542183606830562,0.0017726859728360324
X054,10,159,187049,196128,188794,211,0.1486739114668371,-0.028177195633750592,0.006870965146827972,0.004803848750529117,0.004244926942449407,0.003482432804861741,0.0033746258853532755,4.5061237432513e-05,-0.0016542183606830562,0.0017726859728360324
X851,9,152,245906,245906,142332,140,0.09123092732126435,0.005006295488306131,-0.006960960174702366,0.001176489938258402,-0.007109030068077686,0.0012383168989891042,0.004320975141143574,0.01776614539897569,0.00026987148728244327,-0.012517297118048878
K057,16,155,428097,388691,291626,202,0.2173988414260813,-0.015106568592777895,0.0021108512766178106,0.003635243377244468,0.00016928476663788977,0.005581075492127165,0.0012146829596718577,-0.0054666630595549374,0.0008457429609165856,-0.004839867564914882
K405,22,156,978501,514250,357699,182,0.1373799566383223,-0.024374697120840175,0.002181479584174695,0.001426677830520065,0.0014507028508633072,-0.004788425774216199,-0.006368667519129825,-0.004372050076478318,0.002987565294500163,-0.006393111967586289
X064,9,208,1028450,688755,686818,224,0.13013482073696878,-0.025170315291945626,0.0029385469486679235,0.0009907950685733107,-0.0002218130751040721,-0.006085401834227887,-0.0034008513732433315,-0.0007223924218543338,0.0014058103537111307,-0.0008971348816373541
K022,17,155,265169,228772,228733,189,0.08632167820625637,-0.030999022120543396,0.005920919123589839,-0.003025943281788931,0.002404147898571395,-0.01427682775878285,0.00815464959819767,0.0032772945008174726,-0.0014073267281646746,0.00995384326383464
X475,10,149,180701,180701,6209,154,0.20874391176479884,0.01025039647069438,-0.009029346760672631,-0.007615870335372231,0.001509377783648465,0.00253967346780829,-0.0059442546793685,0.0032310162343092428,0.009161890963708097,0.0087313533569182
K845,15,157,673304,290179,8246,145,0.14867391989314444,-0.028177193343288894,0.006870959515048817,0.004803839824121841,0.004244930080548974,0.003482435196616961,0.003374624492103826,4.506408756624947e-05,-0.0016542119278989316,0.0017726852156698192
K200,20,156,476847,520415,481607,112,0.14867391989314444,-0.028177193343288894,0.006870959515048817,0.004803839824121841,0.004244930080548974,0.003482435196616961,0.003374624492103826,4.506408756624947e-05,-0.0016542119278989316,0.0017726852156698192
Q228,30,180,242850,412263,412263,179,0.14867391989314446,-0.028177193343288883,0.006870959515048823,0.004803839824121814,0.004244930080548969,0.003482435196616964,0.003374624492103825,4.5064087566240494e-05,-0.0016542119278989123,0.0017726852156698105
X152,8,155,603485,482898,467870,208,0.19996318024744233,-0.012389197019951432,0.0012888970010520916,-0.002897743201228272,-0.0012958518613713837,-0.0035570501334348213,-0.0030057046330336083,-0.0014732237457759163,0.0017239839000895462,-0.0011519047898524632
Q076,30,150,58200,58200,3236,158,-0.292353504536417,0.0021110364091670875,-0.011679513767213049,-0.001062133190898157,0.0030047365215175596,-0.004326750175026116,0.0007181504789096457,-0.005097331594328433,0.004217106895718193,-0.007482030357200307
X236,9,158,146829,90327,81818,216,0.1954496087378986,-0.026757204401889126,0.005363774677940693,0.006399322807263,0.00656412081764979,0.005445899425936202,0.0021230060150306184,-0.00555400840536404,0.0028627847299551854,-0.007772232430553322
Q177,26,150,994516,568294,551666,52,0.026830590462550576,-0.02016706812050785,-0.001906108946491651,-0.0017028509518739814,0.003675328750406834,-0.004794473697360027,-0.002295035990297312,-0.0015496567145171468,-0.0003105833580326142,-0.002184521009199802
X113,11,125,31792,36745,36745,189,0.7002279334456692,0.0129968579863325,0.0034141421327523527,-0.011720163169486984,-0.011070695832241491,-0.002701679076169978,0.00723135663571716,-0.001550531768129824,0.0010662361049606191,-0.010800667526793654
K455,16,122,25507,28936,2632,218,0.7250186908103993,0.014134034336244617,0.006824296879277788,-0.011690220453159959,-0.006550417348185598,-0.0034286859770268625,0.008547418710962883,0.0007982389436403577,-0.0007850096250414973,-0.002388972615255238
X722,11,177,156018,156018,202,157,0.37067506639170433,0.00572291127395338,0.0038125534407231934,-0.015513738315183401,0.0038806458971084013,-0.0006009071324689428,-0.002929040676042936,-9.320405163116715e-05,0.0049109485039074904,0.003796920401000486
K490,20,121,51780,39219,39219,266,0.6431302521379154,0.012567378993369115,-0.00018117677081014994,-0.010667411746291012,-0.01147648995315974,-0.012871345360531652,-0.0018483023215360988,0.011098359553885079,-0.0025628664148455342,-0.0022391559621498117
Q425,25,145,9419,21342,1344,235,0.6431302521379154,0.012567378993369115,-0.00018117677081014994,-0.010667411746291012,-0.01147648995315974,-0.012871345360531652,-0.0018483023215360988,0.011098359553885079,-0.0025628664148455342,-0.0022391559621498117
X085,10,121,13119,18833,18833,251,0.2543389180774781,0.008310299234675727,-0.0016707717764636596,0.0009621871373396417,-0.00920424342292161,0.0026796761475857242,0.0029079774598910466,0.018802948355230574,0.0010942445427864322,-0.008695775131790293
K184,23,167,10417,68556,68556,79,-0.027681116501480328,-0.0033058892641022364,-0.006340164835766238,0.005016486585473952,-0.005459880385718844,-0.002436939011843975,0.00816668414281176,0.003788731259529425,0.0025192560393102227,-0.006381664100963484
K154,15,175,121693,121693,36953,155,0.08666390851153154,-0.02994397158595633,0.007480979227094929,-0.0016245215706985263,-0.010256906318153998,-0.013867240135642143,0.014406091593303484,0.021175557406905115,-0.008084734791858665,0.032078693243141214
X140,8,130,32908,33235,2887,200,0.24091673152923881,0.008963365245804503,-0.002336375693132746,0.0025509894767502036,-0.010152542697412881,0.0004389372729105889,0.0034841685470913646,0.02102234562838452,0.003864362778359966,-0.010028560880671276
Q465,27,139,127750,208983,193296,110,-0.1026882173083317,-0.0006225758868475087,-0.010607804706237435,-0.001189171497010982,-0.0033345539144181914,0.00436559263941342,-0.000865833719628206,-0.0048477121508878835,0.0011049878506749393,-0.0010025936483985332
K065,19,159,154902,154082,118695,153,0.02189913621431784,-0.00961315390565906,-0.006558577270387201,0.0034187927066709257,0.002851978217864344,0.012065326039570957,-0.0038977801412824957,0.0013847724986470608,0.002817072552357804,-0.0073261556078118165
K197,22,154,67000,77326,66211,92,0.05227918163580503,0.005566021729347515,-0.012587163097959701,-0.005170140137738571,0.0011027658578141876,0.004243713425579334,-0.00575181188873446,0.003831874706623018,0.007562216614507565,0.0003967068883064093
Q179,26,141,256263,256263,211589,156,0.08666390851153154,-0.02994397158595633,0.007480979227094929,-0.0016245215706985263,-0.010256906318153998,-0.013867240135642143,0.014406091593303484,0.021175557406905115,-0.008084734791858665,0.032078693243141214
R119,31,134,133620,213845,173892,320,-0.07753389095515119,0.001580940986093507,-0.013985182024892686,0.0017476718819732847,0.0007114042361103937,9.114190778243512e-06,-0.00016286470637322923,0.0009649196255965357,0.005504658012483139,-6.221417384767533e-05
K656,15,154,426177,527397,507338,183,0.4834763104350961,0.03391182401391909,-0.010117500907996178,0.03528842140344396,0.008111289149637045,-0.007415317729292973,-0.003997128801097387,0.00027298533751556243,-0.002445748160858573,0.004070633531456479
X117,9,206,370700,373818,354181,204,0.4834763104350961,0.03391182401391909,-0.010117500907996178,0.03528842140344396,0.008111289149637045,-0.007415317729292973,-0.003997128801097387,0.00027298533751556243,-0.002445748160858573,0.004070633531456479
X127,11,155,480151,490644,463313,77,0.4834763104350961,0.03391182401391909,-0.010117500907996178,0.03528842140344396,0.008111289149637045,-0.007415317729292973,-0.003997128801097387,0.00027298533751556243,-0.002445748160858573,0.004070633531456479
Q222,30,159,88382,88382,17650,159,0.08666390851153154,-0.02994397158595633,0.007480979227094929,-0.0016245215706985263,-0.010256906318153998,-0.013867240135642143,0.014406091593303484,0.021175557406905115,-0.008084734791858665,0.032078693243141214
Q053,27,152,608905,668678,650956,105,0.4834763104350961,0.03391182401391909,-0.010117500907996178,0.03528842140344396,0.008111289149637045,-0.007415317729292973,-0.003997128801097387,0.00027298533751556243,-0.002445748160858573,0.004070633531456479
K068,18,154,389751,491099,483180,170,0.4834763104350961,0.03391182401391909,-0.010117500907996178,0.03528842140344396,0.008111289149637045,-0.007415317729292973,-0.003997128801097387,0.00027298533751556243,-0.002445748160858573,0.004070633531456479
R072,31,153,478560,526517,494027,118,0.4834763104350961,0.03391182401391909,-0.010117500907996178,0.03528842140344396,0.008111289149637045,-0.007415317729292973,-0.003997128801097387,0.00027298533751556243,-0.002445748160858573,0.004070633531456479
Q216,26,153,360045,307942,291845,158,0.4834763104350961,0.03391182401391909,-0.010117500907996178,0.03528842140344396,0.008111289149637045,-0.007415317729292973,-0.003997128801097387,0.00027298533751556243,-0.002445748160858573,0.004070633531456479
M007,4,173,437829,437829,7295,154,0.16957207311958727,-0.02688489871284033,0.00770766313238864,0.007880915934428355,0.0006381723243959106,0.009538718831125418,0.003865083821157452,0.004933744198506983,-0.0039623076604174325,0.006420592055312087
X114,9,154,399000,414928,407210,133,0.4834763104350961,0.03391182401391909,-0.010117500907996178,0.03528842140344396,0.008111289149637045,-0.007415317729292973,-0.003997128801097387,0.00027298533751556243,-0.002445748160858573,0.004070633531456479
X121,11,159,327250,472298,450158,156,0.4834763104350961,0.03391182401391909,-0.010117500907996178,0.03528842140344396,0.008111289149637045,-0.007415317729292973,-0.003997128801097387,0.00027298533751556243,-0.002445748160858573,0.004070633531456479
Q124,27,154,324840,717433,667884,155,0.4834763104350961,0.03391182401391909,-0.010117500907996178,0.03528842140344396,0.008111289149637045,-0.007415317729292973,-0.003997128801097387,0.00027298533751556243,-0.002445748160858573,0.004070633531456479
X130,8,159,294168,289176,272138,130,0.4834763104350961,0.03391182401391909,-0.010117500907996178,0.03528842140344396,0.008111289149637045,-0.007415317729292973,-0.003997128801097387,0.00027298533751556243,-0.002445748160858573,0.004070633531456479
X148,9,150,801746,801746,227072,158,0.16957207311958727,-0.02688489871284033,0.00770766313238864,0.007880915934428355,0.0006381723243959106,0.009538718831125418,0.003865083821157452,0.004933744198506983,-0.0039623076604174325,0.006420592055312087
M019,1,154,343300,378273,316860,146,0.4834763104350961,0.03391182401391909,-0.010117500907996178,0.03528842140344396,0.008111289149637045,-0.007415317729292973,-0.003997128801097387,0.00027298533751556243,-0.002445748160858573,0.004070633531456479
Q203,26,156,328750,314324,292424,101,0.4834763104350961,0.03391182401391909,-0.010117500907996178,0.03528842140344396,0.008111289149637045,-0.007415317729292973,-0.003997128801097387,0.00027298533751556243,-0.002445748160858573,0.004070633531456479
K021,16,151,344000,435741,414536,79,0.4834763104350961,0.03391182401391909,-0.010117500907996178,0.03528842140344396,0.008111289149637045,-0.007415317729292973,-0.003997128801097387,0.00027298533751556243,-0.002445748160858573,0.004070633531456479
